,case_number,recalled,recalled_log,recovered,date,month,month_name,Season,year,species,reason,recall_class,summary,dup
1396,007-95,8400,3.924330985,3511,2/14/95,2,February,Winter,1995,mixed,Processing Defect,Class I,FALSE,FALSE
1397,009-95,0,0,0,2/16/95,2,February,Winter,1995,mixed,Extraneous Material,None Assigned,FALSE,FALSE
1398,008-95,469056,5.671225622,456456,2/17/95,2,February,Winter,1995,beef,STEC,Class I,FALSE,FALSE
1399,010-95,3161724,6.499924093,269500,2/27/95,2,February,Winter,1995,poultry,Extraneous Material,Class I,FALSE,FALSE
1400,011-95,260,2.416640507,260,3/3/95,3,March,Winter,1995,mixed,Listeria,Class I,FALSE,FALSE
1401,012-95,57150,4.757023834,7227,3/13/95,3,March,Winter,1995,mixed,Other,Class II,FALSE,FALSE
1402,013-95,7290,3.862787098,2630,3/20/95,3,March,Winter,1995,poultry,Extraneous Material,Class II,FALSE,FALSE
1403,015-95,6800,3.832572775,5330,3/21/95,3,March,Winter,1995,pork,Other,Class II,FALSE,FALSE
1404,014-95,42900,4.632467415,5637,3/21/95,3,March,Winter,1995,pork,Extraneous Material,Class I,FALSE,FALSE
1405,016-95,53000,4.724284064,9481,3/28/95,3,March,Spring,1995,poultry,Extraneous Material,Class II,FALSE,FALSE
1406,017-95,34965,4.543645953,3760,4/4/95,4,April,Spring,1995,poultry,Extraneous Material,Class I,FALSE,FALSE
1407,018-95,7224,3.858837851,2712,4/14/95,4,April,Spring,1995,pork,Extraneous Material,Class II,FALSE,FALSE
1408,019-95,213000,5.328381642,0,4/20/95,4,April,Spring,1995,beef,STEC,Class I,FALSE,FALSE
1409,020-95,27793,4.443951053,15518,4/21/95,4,April,Spring,1995,pork,Processing Defect,Class I,FALSE,FALSE
1410,021-95,105,2.025305865,6,5/5/95,5,May,Spring,1995,poultry,Listeria,Class I,FALSE,FALSE
1411,022-95,270,2.432969291,204,5/16/95,5,May,Spring,1995,poultry,Listeria,Class I,FALSE,FALSE
1412,023-95,9936,3.99725529,7704,5/18/95,5,May,Spring,1995,mixed,Processing Defect,Class I,FALSE,FALSE
1413,024-95,0,0,0,5/25/95,5,May,Spring,1995,beef,STEC,Class I,FALSE,FALSE
1414,025-95,3780,3.577606677,126,5/30/95,5,May,Spring,1995,mixed,Listeria,Class I,FALSE,FALSE
1415,026-95,50,1.707570176,9,6/5/95,6,June,Spring,1995,poultry,Listeria,Class I,FALSE,FALSE
1416,027-95,1500,3.176380692,468,6/29/95,6,June,Summer,1995,mixed,Other,Class II,FALSE,FALSE
1417,028-95,11420,4.057704132,0,7/6/95,7,July,Summer,1995,mixed,Listeria,Class I,FALSE,FALSE
1418,029-95,200,2.303196057,51,7/24/95,7,July,Summer,1995,mixed,Listeria,Class I,FALSE,FALSE
1419,030-95,2.00E+05,5.301032167,2736,7/31/95,7,July,Summer,1995,beef,STEC,Class I,FALSE,FALSE
1420,031-95,20000,4.30105171,0,8/18/95,8,August,Summer,1995,mixed,Processing Defect,Class I,FALSE,FALSE
1421,032-95,0,0,0,9/15/95,9,September,Summer,1995,poultry,Other,None Assigned,FALSE,FALSE
1422,033-95,31198,4.494140674,5058,9/27/95,9,September,Autumn,1995,mixed,Other,Class II,FALSE,FALSE
1423,034-95,8000,3.90314427,5475,9/28/95,9,September,Autumn,1995,poultry,Extraneous Material,Class I,FALSE,FALSE
1424,035-95,150000,5.176094154,88128,10/4/95,10,October,Autumn,1995,beef,Processing Defect,Class I,FALSE,FALSE
1425,036-95,579000,5.762679314,315542,10/11/95,10,October,Autumn,1995,mixed,Salmonella,Class I,FALSE,FALSE
1426,037-95,3510,3.545430829,3010,10/27/95,10,October,Autumn,1995,beef,Listeria,Class I,FALSE,FALSE
1427,038-95,4320,3.635584266,1691,11/6/95,11,November,Autumn,1995,pork,Listeria,Class I,FALSE,FALSE
1428,039-95,66900,4.825432609,40866,11/15/95,11,November,Autumn,1995,beef,STEC,Class I,FALSE,FALSE
1429,040-95,18400,4.264841425,4023,11/22/95,11,November,Autumn,1995,pork,Processing Defect,Class I,FALSE,FALSE
1430,041-95,1476,3.169380495,1314,12/7/95,12,December,Autumn,1995,mixed,Other,Class II,FALSE,FALSE
1431,042-95,406945,5.609536784,14900,12/20/95,12,December,Autumn,1995,poultry,Extraneous Material,Class II,FALSE,FALSE
1432,001-94,46168,4.664350468,15083,1/7/94,1,January,Winter,1994,poultry,Extraneous Material,Class I,FALSE,FALSE
1433,002-94,16728,4.223469981,12,1/11/94,1,January,Winter,1994,mixed,Extraneous Material,Class II,FALSE,FALSE
1434,003-94,1220,3.086715664,225,1/25/94,1,January,Winter,1994,beef,Listeria,Class I,FALSE,FALSE
1435,004-94,15288,4.184379081,0,1/28/94,1,January,Winter,1994,beef,Extraneous Material,None Assigned,FALSE,FALSE
1436,005-94,1600,3.204391332,1317,2/9/94,2,February,Winter,1994,beef,Listeria,Class I,FALSE,FALSE
1437,006-94,1372400,6.137481026,37750,2/22/94,2,February,Winter,1994,mixed,Other,Class II,FALSE,FALSE
1438,008-94,30000,4.477135731,1512,2/23/94,2,February,Winter,1994,pork,Extraneous Material,Class II,FALSE,FALSE
1439,007-94,1268,3.103461622,1250,2/23/94,2,February,Winter,1994,beef,Listeria,Class I,FALSE,FALSE
1440,009-94,16164,4.208575709,15033,3/4/94,3,March,Winter,1994,beef,Extraneous Material,Class II,FALSE,FALSE
1441,010-94,2475,3.39375064,1717,3/9/94,3,March,Winter,1994,poultry,Other,Class II,FALSE,FALSE
1442,011-94,12312,4.090363879,9760,3/16/94,3,March,Winter,1994,poultry,Processing Defect,Class I,FALSE,FALSE
1443,012-94,100,2.004321374,0,3/21/94,3,March,Spring,1994,mixed,Listeria,Class I,FALSE,FALSE
1444,013-94,278,2.445604203,0,3/23/94,3,March,Spring,1994,poultry,Listeria,Class I,FALSE,FALSE
1445,014-94,3950,3.59670703,3809,3/28/94,3,March,Spring,1994,pork,Listeria,Class I,FALSE,FALSE
1446,015-94,159292,5.202196692,131631,3/31/94,3,March,Spring,1994,mixed,Extraneous Material,Class II,FALSE,FALSE
1447,016-94,1105,3.043755127,1103,4/12/94,4,April,Spring,1994,pork,Listeria,Class I,FALSE,FALSE
1448,017-94,844,2.926856709,806,5/5/94,5,May,Spring,1994,pork,Listeria,Class I,FALSE,FALSE
1449,018-94,82980,4.918978664,5880,5/12/94,5,May,Spring,1994,beef,Extraneous Material,Class II,FALSE,FALSE
1450,019-94,250,2.399673721,232,5/16/94,5,May,Spring,1994,mixed,Listeria,Class I,FALSE,FALSE
1451,020-94,1643,3.215901813,1616,5/24/94,5,May,Spring,1994,poultry,Listeria,Class I,FALSE,FALSE
1452,021-94,4800,3.681331706,4170,5/26/94,5,May,Spring,1994,poultry,Extraneous Material,Class II,FALSE,FALSE
1453,022-94,150000,5.176094154,143000,6/8/94,6,June,Spring,1994,beef,Other,Class II,FALSE,FALSE
1454,023-94,15300,4.184719815,12030,6/10/94,6,June,Spring,1994,poultry,Other,Class III,FALSE,FALSE
1455,024-94,2894,3.461648568,2894,7/1/94,7,July,Summer,1994,poultry,Listeria,Class I,FALSE,FALSE
1456,025-94,228000,5.357936752,79440,7/6/94,7,July,Summer,1994,mixed,Processing Defect,Class I,FALSE,FALSE
1457,026-94,8260,3.917032622,0,7/12/94,7,July,Summer,1994,poultry,Other,None Assigned,FALSE,FALSE
1458,027-94,1238152,6.092774314,301937,7/14/94,7,July,Summer,1994,beef,Other,Class II,FALSE,FALSE
1459,028-94,2052,3.312388949,233,7/28/94,7,July,Summer,1994,mixed,Extraneous Material,Class II,FALSE,FALSE
1460,029-94,14910,4.17350677,12585,8/22/94,8,August,Summer,1994,poultry,Extraneous Material,Class II,FALSE,FALSE
1461,030-94,13872,4.142170386,3747,8/29/94,8,August,Summer,1994,mixed,Processing Defect,Class I,FALSE,FALSE
1462,031-94,1953,3.290924559,1393,8/31/94,8,August,Summer,1994,poultry,Listeria,Class I,FALSE,FALSE
1463,032-94,30000,4.477135731,14803,9/22/94,9,September,Summer,1994,pork,Processing Defect,Class I,FALSE,FALSE
1464,033-94,5500,3.740441645,4568,10/3/94,10,October,Autumn,1994,mixed,Listeria,Class I,FALSE,FALSE
1465,034-94,30800,4.488564817,10141,10/4/94,10,October,Autumn,1994,poultry,Extraneous Material,Class I,FALSE,FALSE
1466,035-94,69286,4.840651758,11658,10/5/94,10,October,Autumn,1994,poultry,Other,Class II,FALSE,FALSE
1467,038-94,268000,5.428136415,219512,10/14/94,10,October,Autumn,1994,beef,STEC,Class I,FALSE,FALSE
1468,037-94,119448,5.077182518,10671,10/14/94,10,October,Autumn,1994,poultry,Processing Defect,Class I,FALSE,FALSE
1469,036-94,432,2.636487896,235,10/14/94,10,October,Autumn,1994,mixed,Listeria,Class I,FALSE,FALSE
1470,041-94,6863,3.836577275,41,10/20/94,10,October,Autumn,1994,poultry,Other,Class II,FALSE,FALSE
1471,040-94,630,2.800029359,457,10/20/94,10,October,Autumn,1994,poultry,Extraneous Material,Class II,FALSE,FALSE
1472,039-94,3920,3.593396842,3920,10/20/94,10,October,Autumn,1994,pork,Listeria,Class I,FALSE,FALSE
1473,042-94,88,1.949390007,77,10/26/94,10,October,Autumn,1994,poultry,Listeria,Class I,FALSE,FALSE
1474,043-94,3000,3.477265995,4620,10/28/94,10,October,Autumn,1994,mixed,Processing Defect,Class I,FALSE,FALSE
1475,044-94,595349,5.774772358,124000,11/8/94,11,November,Autumn,1994,beef,STEC,Class I,FALSE,FALSE
1476,045-94,6410,3.806925777,3960,11/10/94,11,November,Autumn,1994,mixed,Extraneous Material,Class II,FALSE,FALSE
1477,046-94,3200,3.505285674,1300,11/23/94,11,November,Autumn,1994,poultry,Extraneous Material,Class II,FALSE,FALSE
1478,047-94,81503,4.911178923,72972,12/2/94,12,December,Autumn,1994,mixed,Other,Class II,FALSE,FALSE
1479,048-94,10000,4.000043427,1944,12/5/94,12,December,Autumn,1994,mixed,STEC,Class I,FALSE,FALSE
1480,049-94,17914,4.253216813,4940,12/7/94,12,December,Autumn,1994,pork,Processing Defect,Class I,FALSE,FALSE
1481,050-94,1.00E+05,5.000004343,75132,12/9/94,12,December,Autumn,1994,mixed,Undeclared Substance,Class III,FALSE,FALSE
1482,001-2015,"35,275",,"28,994",2-Jan-15,1,January,Winter,2015,beef,Other,Class I,TRUE,FALSE
1483,013-2015,"3,233",,,17-Jan-15,1,January,Winter,2015,pork,Other,Class I,TRUE,FALSE
1484,029-2015,"2,705",,,10-Feb-15,2,February,Winter,2015,poultry,Other,Class I,TRUE,FALSE
1485,037-2015,32,,,1-Mar-15,3,March,Winter,2015,beef,Processing Defect,Class I,TRUE,FALSE
1486,041-2015,"10,429",,,6-Mar-15,3,March,Winter,2015,poultry,Undeclared Allergen,Class I,TRUE,FALSE
1487,050-2015,385,,,20-Mar-15,3,March,Spring,2015,mixed,Other,Class I,TRUE,FALSE
1488,052-2015,"62,841",,,25-Mar-15,3,March,Spring,2015,mixed,Other,Class III,TRUE,FALSE
1489,053-2015,1108,,,1-Apr-15,4,April,Spring,2015,beef,Other,Class I,TRUE,FALSE
1490,069-2015,"3,350",,,24-Apr-15,4,April,Spring,2015,mixed,Undeclared Allergen,Class III,TRUE,FALSE
1491,073-2015,"4,672",,,1-May-15,5,May,Spring,2015,poultry,Other,Class III,TRUE,FALSE
1492,076-2015,"1,729",,,7-May-15,5,May,Spring,2015,mixed,Undeclared Allergen,Class II,TRUE,FALSE
1493,080-2015,"2,522",,0,17-May-15,5,May,Spring,2015,beef,E. coli,Class I,TRUE,FALSE
1494,081-2015,"598,374",,,20-May-15,5,May,Spring,2015,mixed,Other,Class I,TRUE,FALSE
1495,089-2015,"93,006",,,9-Jun-15,6,June,Spring,2015,poultry,Undeclared Allergen,Class II,TRUE,FALSE
1496,093-2015,"668,316",,,17-Jun-15,6,June,Spring,2015,poultry,Undeclared Substance,Class III,TRUE,FALSE
1497,096-2015,"1,765,814",,0,2-Jul-15,7,July,Summer,2015,poultry,Salmonella,Class I,TRUE,FALSE
1498,101-2015,"2,539,680",,,15-Jul-15,7,July,Summer,2015,poultry,Salmonella,Class I,TRUE,FALSE
1499,105-2015,"12,672",,,30-Jul-15,7,July,Summer,2015,poultry,Other,Class I,TRUE,FALSE
1500,106-2015,"3,574",,,31-Jul-15,7,July,Summer,2015,mixed,Other,Class I,TRUE,FALSE
1501,110-2015,"523,380",,,13-Aug-15,8,August,Summer,2015,pork,Salmonella,Class I,TRUE,FALSE
1502,111-2015,Undetermined,,,14-Aug-15,8,August,Summer,2015,mixed,Other,Class I,TRUE,FALSE
1503,113-2015,"2,068,467",,,25-Aug-15,8,August,Summer,2015,poultry,Other,Class II,TRUE,FALSE
1504,115-2015,"2,063",,,27-Aug-15,8,August,Summer,2015,beef,Undeclared Allergen,Class III,TRUE,FALSE
1505,116-2015,41,,,28-Aug-15,8,August,Summer,2015,poultry,Undeclared Allergen,Class I,TRUE,FALSE
1506,117-2015,"7,228",,,31-Aug-15,8,August,Summer,2015,beef,Other,Class I,TRUE,FALSE
1507,119-2015,"89,235",,15822,2-Sep-15,9,September,Summer,2015,pork,Extraneous Material,Class I,TRUE,FALSE
1508,122-2015,"18,406",,15465,10-Sep-15,9,September,Summer,2015,pork,Undeclared Allergen,Class I,TRUE,FALSE
1509,124-2015,"554,090",,,24-Sep-15,9,September,Summer,2015,poultry,Extraneous Material,Class I,TRUE,FALSE
1510,127-2015,"12,566",,1860,17-Oct-15,10,October,Autumn,2015,mixed,Other,Class I,TRUE,FALSE
1511,133-2015,332,,,30-Oct-15,10,October,Autumn,2015,mixed,Other,Class I,TRUE,FALSE
1512,137-2015,168,,34,6-Nov-15,11,November,Autumn,2015,beef,Undeclared Allergen,Class II,TRUE,FALSE
1513,139-2015,"5,208",,,7-Nov-15,11,November,Autumn,2015,mixed,Undeclared Allergen,Class I,TRUE,FALSE
1514,147-2015,"4,338",,0,18-Dec-15,12,December,Autumn,2015,pork,Other,Class I,TRUE,FALSE
1515,148-2015,Undetermined,,11593,19-Dec-15,12,December,Autumn,2015,pork,Other,Class I,TRUE,FALSE
1516,149-2015,"285,264",,,22-Dec-15,12,December,Autumn,2015,pork,Extraneous Material,Class II,TRUE,FALSE
1517,150-2015,235,,116,31-Dec-15,12,December,Autumn,2015,mixed,Processing Defect,Class II,TRUE,FALSE
