,case_number,recalled,recalled_log,recovered,date,month,month_name,Season,year,species,reason,recall_class,summary,dup
460,094-2011,456,2.6599162,36,11/29/11,11,November,Autumn,2011,poultry,Undeclared Allergen,Class I,TRUE,FALSE
461,095-2011,500,2.699837726,210,12/2/11,12,December,Autumn,2011,poultry,Undeclared Allergen,Class II,TRUE,FALSE
462,096-2011,161000,5.206828574,16308,12/8/11,12,December,Autumn,2011,mixed,Other,Class II,TRUE,FALSE
463,097-2011,4140,3.617105231,547,12/9/11,12,December,Autumn,2011,poultry,Listeria,Class I,TRUE,FALSE
464,098-2011,2290,3.360025089,1460,12/10/11,12,December,Autumn,2011,mixed,Undeclared Allergen,Class II,TRUE,FALSE
465,100-2011,NA,NA,112230,12/15/11,12,December,Autumn,2011,beef,Salmonella,Class I,TRUE,FALSE
466,099-2011,130,2.117271296,45,12/15/11,12,December,Autumn,2011,mixed,Undeclared Allergen,Class II,TRUE,FALSE
467,101-2011,40948,4.6122433,19087,12/16/11,12,December,Autumn,2011,beef,STEC,Class I,TRUE,FALSE
468,102-2011,7500,3.875119165,30,12/30/11,12,December,Winter,2011,mixed,Undeclared Allergen,Class I,TRUE,FALSE
469,001-2010,205,2.31386722,117,1/9/10,1,January,Winter,2010,pork,Undeclared Allergen,Class I,TRUE,FALSE
470,002-2010,2574,3.410777233,1391,1/11/10,1,January,Winter,2010,beef,STEC,Class I,TRUE,FALSE
471,003-2010,490,2.691081492,218,1/15/10,1,January,Winter,2010,beef,Other,Class II,TRUE,FALSE
472,004-2010,5764000,6.760724047,277604,1/18/10,1,January,Winter,2010,beef,STEC,Class I,TRUE,FALSE
473,005-2010,19200,4.283323848,4800,1/20/10,1,January,Winter,2010,poultry,Extraneous Material,Class I,TRUE,FALSE
474,006-2010,1395989,6.144882307,234686,1/23/10,1,January,Winter,2010,mixed,Salmonella,Class I,TRUE,FALSE
475,007-2010,50000,4.69897869,36651,1/27/10,1,January,Winter,2010,mixed,Other,Class II,TRUE,FALSE
476,008-2010,14000,4.146159056,11557,2/2/10,2,February,Winter,2010,beef,STEC,Class I,TRUE,FALSE
477,009-2010,2850,3.454997217,350,2/5/10,2,February,Winter,2010,pork,Undeclared Allergen,Class II,TRUE,FALSE
478,010-2010,750,2.875639937,624,2/10/10,2,February,Winter,2010,pork,Undeclared Allergen,Class II,TRUE,FALSE
479,013-2010,96000,4.982275757,NA,3/2/10,3,March,Winter,2010,beef,STEC,Class I,FALSE,FALSE
480,012-2010,16290,4.211947744,1040,2/12/10,2,February,Winter,2010,poultry,Undeclared Allergen,Class II,TRUE,FALSE
481,015-2010,6000,3.778223627,0,3/8/10,3,March,Winter,2010,pork,Salmonella,Class I,TRUE,FALSE
482,014-2010,186,2.271841607,647,3/8/10,3,March,Winter,2010,pork,Undeclared Substance,Class III,TRUE,FALSE
483,017-2010,1700000,6.230449177,517705,3/9/10,3,March,Winter,2010,mixed,Salmonella,Class I,TRUE,FALSE
484,016-2010,115700,5.063337113,115106,3/9/10,3,March,Winter,2010,beef,Salmonella,Class I,TRUE,FALSE
485,018-2010,NA,NA,13,3/11/10,3,March,Winter,2010,poultry,Other,Class I,TRUE,FALSE
486,019-2010,9400,3.973174053,6239,3/12/10,3,March,Winter,2010,mixed,Undeclared Allergen,Class I,TRUE,FALSE
487,020-2010,12382,4.092825873,3026,3/13/10,3,March,Winter,2010,mixed,Other,Class I,TRUE,FALSE
488,021-2010,10368,4.015736874,4124,3/19/10,3,March,Winter,2010,poultry,Undeclared Allergen,Class II,TRUE,FALSE
489,022-2010,100,2.004321374,28,4/4/10,4,April,Spring,2010,pork,Listeria,Class I,TRUE,FALSE
490,023-2010,25000,4.39795738,17460,4/5/10,4,April,Spring,2010,beef,Other,Class II,TRUE,FALSE
491,024-2010,140000,5.146131138,7741,4/17/10,4,April,Spring,2010,mixed,Undeclared Allergen,Class II,TRUE,FALSE
492,025-2010,135500,5.1319425,62144,4/21/10,4,April,Spring,2010,beef,STEC,Class I,TRUE,FALSE
493,026-2010,414,2.618048097,157,4/29/10,4,April,Spring,2010,mixed,Undeclared Allergen,Class I,TRUE,FALSE
494,027-2010,460,2.663700925,460,5/1/10,5,May,Spring,2010,pork,Listeria,Class I,TRUE,FALSE
495,028-2010,822,2.915399835,192,5/4/10,5,May,Spring,2010,pork,Listeria,Class I,TRUE,FALSE
496,029-2010,70,1.851258349,868,5/5/10,5,May,Spring,2010,pork,Listeria,Class I,TRUE,FALSE
497,030-2010,40,1.612783857,6,5/5/10,5,May,Spring,2010,poultry,Extraneous Material,Class II,TRUE,FALSE
498,031-2010,49600,4.695490432,12821,5/7/10,5,May,Spring,2010,mixed,Other,Class II,TRUE,FALSE
499,032-2010,250,2.399673721,0,5/12/10,5,May,Spring,2010,mixed,Undeclared Allergen,Class I,TRUE,FALSE
500,033-2010,87000,4.939524244,190890,5/14/10,5,May,Spring,2010,beef,Other,Class II,TRUE,FALSE
501,034-2010,53000,4.724284064,11985,5/15/10,5,May,Spring,2010,beef,STEC,Class I,TRUE,FALSE
502,036-2010,6740000,6.828659961,429975,6/17/10,6,June,Spring,2010,poultry,Salmonella,Class I,TRUE,FALSE
503,035-2010,1.50E+07,7.176091288,3772102,6/17/10,6,June,Spring,2010,mixed,Processing Defect,Class I,TRUE,FALSE
504,038-2010,35000,4.544080453,20768,6/22/10,6,June,Summer,2010,beef,STEC,Class I,TRUE,FALSE
505,037-2010,3700,3.568319085,266,6/22/10,6,June,Summer,2010,beef,STEC,Class I,TRUE,FALSE
506,039-2010,61000,4.785336955,54655,6/24/10,6,June,Summer,2010,beef,Other,Class II,TRUE,FALSE
507,040-2010,109800,5.040606295,96173,6/25/10,6,June,Summer,2010,poultry,Extraneous Material,Class II,TRUE,FALSE
508,042-2010,9408,3.973543469,9408,6/30/10,6,June,Summer,2010,mixed,Undeclared Allergen,Class I,TRUE,FALSE
509,041-2010,600,2.778874472,0,6/30/10,6,June,Summer,2010,beef,Other,Class III,FALSE,FALSE
510,043-2010,66776,4.824626904,70,7/2/10,7,July,Summer,2010,beef,STEC,Class I,TRUE,FALSE
511,044-2010,8000,3.90314427,2901,7/6/10,7,July,Summer,2010,beef,Undeclared Allergen,Class II,TRUE,FALSE
512,045-2010,17,1.255272505,17.5,7/7/10,7,July,Summer,2010,poultry,Listeria,Class I,TRUE,FALSE
513,046-2010,91872,4.963187898,33072,7/19/10,7,July,Summer,2010,poultry,Extraneous Material,Class II,TRUE,FALSE
514,047-2010,147667,5.169286393,118892,8/3/10,8,August,Summer,2010,mixed,Undeclared Allergen,Class I,TRUE,FALSE
515,048-2010,1.00E+06,6.000000434,10121,8/6/10,8,August,Summer,2010,beef,STEC,Class I,TRUE,FALSE
516,049-2010,380000,5.579784739,168249,8/23/10,8,August,Summer,2010,mixed,Listeria,Class I,TRUE,FALSE
517,050-2010,8500,3.929470016,0,8/28/10,8,August,Summer,2010,beef,STEC,Class I,TRUE,FALSE
518,051-2010,2070,3.316180099,975,9/1/10,9,September,Summer,2010,pork,Other,Class I,TRUE,FALSE
519,052-2010,258000,5.411621389,246713,9/13/10,9,September,Summer,2010,beef,Other,Class III,TRUE,FALSE
520,053-2010,29893,4.47558403,5019,9/24/10,9,September,Autumn,2010,pork,Undeclared Allergen,Class II,TRUE,FALSE
521,054-2010,1608,3.206556044,420,10/4/10,10,October,Autumn,2010,mixed,Other,Class III,FALSE,FALSE
522,055-2010,4920,3.692053365,212,10/20/10,10,October,Autumn,2010,pork,Salmonella,Class I,TRUE,FALSE
523,056-2010,2740,3.437909036,1510,10/22/10,10,October,Autumn,2010,beef,Extraneous Material,Class II,TRUE,FALSE
524,057-2010,54000,4.732401802,NA,10/27/10,10,October,Autumn,2010,pork,Other,Class II,TRUE,FALSE
525,058-2010,12086,4.082318522,495,11/4/10,11,November,Autumn,2010,mixed,Processing Defect,Class I,TRUE,FALSE
526,059-2010,7325,3.864866914,2012.25,11/5/10,11,November,Autumn,2010,poultry,Salmonella,Class I,TRUE,FALSE
527,060-2010,2609,3.416640507,2543,11/14/10,11,November,Autumn,2010,poultry,Listeria,Class I,TRUE,FALSE
528,061-2010,57,1.763427994,566,11/23/10,11,November,Autumn,2010,mixed,Listeria,Class I,TRUE,FALSE
529,062-2010,NA,NA,0,12/2/10,12,December,Autumn,2010,mixed,Other,Class I,TRUE,FALSE
530,063-2010,41670,4.619833923,17857,12/3/10,12,December,Autumn,2010,poultry,Undeclared Allergen,Class I,TRUE,FALSE
531,064-2010,72000,4.857338528,18132,12/5/10,12,December,Autumn,2010,poultry,Extraneous Material,Class II,TRUE,FALSE
532,065-2010,2182,3.339053736,204,12/8/10,12,December,Autumn,2010,pork,Undeclared Allergen,Class II,TRUE,FALSE
533,066-2010,14430,4.159296427,12047,12/10/10,12,December,Autumn,2010,poultry,Undeclared Allergen,Class I,TRUE,FALSE
534,067-2010,25600,4.40825693,8380,12/17/10,12,December,Autumn,2010,beef,Other,Class II,TRUE,FALSE
535,068-2010,3874,3.588271707,967,12/29/10,12,December,Winter,2010,beef,Undeclared Allergen,Class II,TRUE,FALSE
536,070-2010,34373,4.536230073,2990,12/30/10,12,December,Winter,2010,beef,STEC,Class I,TRUE,FALSE
537,069-2010,180000,5.255274918,109299,12/30/10,12,December,Winter,2010,poultry,Undeclared Allergen,Class I,TRUE,FALSE
538,011-2010,1485,3.172018809,438,2/10/10,2,February,Winter,2010,mixed,Extraneous Material,Class II,TRUE,FALSE
539,001-2009,3590,3.555215405,680,1/3/09,1,January,Winter,2009,pork,Listeria,Class I,TRUE,FALSE
540,002-2009,6050,3.781827153,3492,1/20/09,1,January,Winter,2009,poultry,Extraneous Material,Class II,TRUE,FALSE
541,003-2009,676560,5.830306959,135900,1/30/09,1,January,Winter,2009,beef,Extraneous Material,Class I,TRUE,FALSE
542,004-2009,983700,5.992863113,63472,2/4/09,2,February,Winter,2009,poultry,Salmonella,Class I,TRUE,FALSE
543,005-2009,872,2.941014244,724,2/6/09,2,February,Winter,2009,mixed,Listeria,Class I,TRUE,FALSE
544,006-2009,89531,4.951978286,54135,2/13/09,2,February,Winter,2009,poultry,Other,Class II,TRUE,FALSE
545,008-2009,13776,4.139154658,312,2/27/09,2,February,Winter,2009,poultry,Extraneous Material,Class I,TRUE,FALSE
546,007-2009,2852,3.455301772,238,2/27/09,2,February,Winter,2009,poultry,Undeclared Allergen,Class II,TRUE,FALSE
547,009-2009,2858,3.456214155,44907,3/12/09,3,March,Winter,2009,poultry,Other,Class II,TRUE,FALSE
548,010-2009,17674,4.247359422,39170,3/13/09,3,March,Winter,2009,poultry,Other,Class II,TRUE,FALSE
549,011-2009,3456,3.53869938,0,3/24/09,3,March,Spring,2009,poultry,Undeclared Allergen,Class II,TRUE,FALSE
550,012-2009,1728,3.237794993,300,3/25/09,3,March,Spring,2009,mixed,Undeclared Allergen,Class I,TRUE,FALSE
551,013-2009,2925,3.466274322,250,3/28/09,3,March,Spring,2009,mixed,Other,Class II,TRUE,FALSE
552,014-2009,114540,5.05896097,141030,4/3/09,4,April,Spring,2009,poultry,Other,Class II,TRUE,FALSE
553,015-2009,12460,4.095552896,2780,4/4/09,4,April,Spring,2009,poultry,Salmonella,Class I,TRUE,FALSE
554,016-2009,37776,4.577227466,4548,4/17/09,4,April,Spring,2009,poultry,Undeclared Allergen,Class I,TRUE,FALSE
555,017-2009,139831,5.145606569,30973,4/26/09,4,April,Spring,2009,mixed,Other,Class II,TRUE,FALSE
556,018-2009,16213,4.209890169,11126,4/29/09,4,April,Spring,2009,mixed,Other,Class II,TRUE,FALSE
557,019-2009,4663,3.668758542,995,5/4/09,5,May,Spring,2009,beef,STEC,Class I,TRUE,FALSE
558,R01-2009,375,2.575187845,68,5/12/09,5,May,Spring,2009,beef,STEC,Class I,TRUE,FALSE
559,021-2009,2075,3.317227349,15,5/14/09,5,May,Spring,2009,pork,Undeclared Allergen,Class I,TRUE,FALSE
560,020-2009,4594,3.662285516,3600,5/14/09,5,May,Spring,2009,pork,Undeclared Allergen,Class II,TRUE,FALSE
561,022-2009,95898,4.981814079,4717,5/21/09,5,May,Spring,2009,beef,STEC,Class I,TRUE,FALSE
562,023-2009,350000,5.544069285,10427,5/22/09,5,May,Spring,2009,mixed,Other,Class I,TRUE,FALSE
563,025-2009,241000,5.382018845,79246,5/29/09,5,May,Spring,2009,beef,Extraneous Material,Class III,TRUE,FALSE
564,024-2009,14560,4.163191202,783424,5/29/09,5,May,Spring,2009,beef,Other,Class III,TRUE,FALSE
565,027-2009,39973,4.601777608,1537,6/2/09,6,June,Spring,2009,beef,STEC,Class I,TRUE,FALSE
566,026-2009,153698,5.186671042,6764,6/2/09,6,June,Spring,2009,mixed,Other,Class III,TRUE,FALSE
567,028-2009,564,2.752048448,274,6/3/09,6,June,Spring,2009,poultry,Listeria,Class I,TRUE,FALSE
568,029-2009,79312,4.899344377,79312,6/5/09,6,June,Spring,2009,mixed,Processing Defect,Class I,TRUE,FALSE
569,030-2009,75,1.880813592,70,6/8/09,6,June,Spring,2009,beef,STEC,Class I,TRUE,FALSE
570,032-2009,608188,5.784038561,235048,6/10/09,6,June,Spring,2009,poultry,Undeclared Allergen,Class I,TRUE,FALSE
571,031-2009,2680000,6.428134956,1029656,6/10/09,6,June,Spring,2009,pork,Undeclared Substance,Class III,TRUE,FALSE
572,033-2009,6152,3.789086915,2750,6/22/09,6,June,Summer,2009,beef,STEC,Class I,TRUE,FALSE
573,035-2009,350,2.545307116,278,6/24/09,6,June,Summer,2009,mixed,Processing Defect,Class I,TRUE,FALSE
574,034-2009,380000,5.579784739,386217,6/24/09,6,June,Summer,2009,beef,STEC,Class I,TRUE,FALSE
575,036-2009,208768,5.319666011,6235,6/30/09,6,June,Summer,2009,mixed,Other,Class II,TRUE,FALSE
576,037-2009,NA,NA,71004,7/1/09,7,July,Summer,2009,mixed,Salmonella,Class I,TRUE,FALSE
577,038-2009,219,2.342422681,218,7/12/09,7,July,Summer,2009,beef,STEC,Class I,TRUE,FALSE
578,039-2009,466236,5.668606736,119132,7/22/09,7,July,Summer,2009,beef,Salmonella,Class I,TRUE,FALSE
579,040-2009,1450,3.161667412,14,7/29/09,7,July,Summer,2009,pork,Other,Class I,TRUE,FALSE
580,041-2009,825769,5.916859101,NA,8/6/09,8,August,Summer,2009,beef,Salmonella,Class I,TRUE,FALSE
581,042-2009,3516,3.546172368,0,8/13/09,8,August,Summer,2009,beef,STEC,Class I,TRUE,FALSE
582,044-2009,8000,3.90314427,4605,8/17/09,8,August,Summer,2009,mixed,Undeclared Allergen,Class II,TRUE,FALSE
583,043-2009,128,2.11058971,0,8/17/09,8,August,Summer,2009,beef,STEC,Class I,TRUE,FALSE
584,045-2009,207,2.318063335,155,8/24/09,8,August,Summer,2009,beef,Listeria,Class I,TRUE,FALSE
585,046-2009,39514,4.596761986,38782,9/1/09,9,September,Summer,2009,mixed,Listeria,Class I,TRUE,FALSE
586,047-2009,6490,3.812311609,2651,9/8/09,9,September,Summer,2009,beef,Processing Defect,Class I,TRUE,FALSE
587,049-2009,2268,3.355834496,810,9/11/09,9,September,Summer,2009,beef,Listeria,Class I,TRUE,FALSE
588,048-2009,2000,3.301247089,175,9/11/09,9,September,Summer,2009,mixed,Undeclared Allergen,Class I,TRUE,FALSE
589,050-2009,756,2.87909588,175,9/24/09,9,September,Autumn,2009,mixed,Undeclared Allergen,Class I,TRUE,FALSE
590,051-2009,28470,4.454402721,6488,9/25/09,9,September,Autumn,2009,pork,Undeclared Allergen,Class II,TRUE,FALSE
591,052-2009,925,2.966610987,725,10/13/09,10,October,Autumn,2009,beef,STEC,Class I,TRUE,FALSE
592,053-2009,33000,4.5185271,18382,10/15/09,10,October,Autumn,2009,beef,Other,Class II,TRUE,FALSE
593,054-2009,11500,4.060735603,3221,10/16/09,10,October,Autumn,2009,mixed,Other,Class I,TRUE,FALSE
594,055-2009,5522,3.742175043,3294,10/17/09,10,October,Autumn,2009,beef,Other,Class II,TRUE,FALSE
595,056-2009,14,1.176091259,0,10/21/09,10,October,Autumn,2009,beef,Listeria,Class I,TRUE,FALSE
596,057-2009,1039,3.017033339,878,10/26/09,10,October,Autumn,2009,beef,STEC,Class I,TRUE,FALSE
597,058-2009,91125,4.959642307,49506,10/28/09,10,October,Autumn,2009,mixed,Undeclared Allergen,Class II,TRUE,FALSE
598,059-2009,545699,5.736953954,795,10/31/09,10,October,Autumn,2009,beef,STEC,Class I,TRUE,FALSE
599,061-2009,12181,4.085718595,12074,11/4/09,11,November,Autumn,2009,beef,Undeclared Allergen,Class II,TRUE,FALSE
600,060-2009,20286,4.307217829,2764,11/4/09,11,November,Autumn,2009,mixed,Undeclared Allergen,Class II,TRUE,FALSE
601,063-2009,90,1.959041392,90,11/17/09,11,November,Autumn,2009,beef,STEC,Class I,TRUE,FALSE
602,062-2009,3790,3.578753784,976,11/17/09,11,November,Autumn,2009,mixed,Other,Class II,TRUE,FALSE
603,064-2009,110730,5.044269222,2350,11/27/09,11,November,Autumn,2009,beef,Extraneous Material,Class II,TRUE,FALSE
604,065-2009,22723,4.356484781,0,12/4/09,12,December,Autumn,2009,beef,Salmonella,Class I,TRUE,FALSE
605,066-2009,68,1.838849091,61,12/21/09,12,December,Autumn,2009,beef,STEC,Class I,TRUE,FALSE
606,068-2009,312,2.495544338,99,12/24/09,12,December,Winter,2009,pork,Listeria,Class I,TRUE,FALSE
607,067-2009,248000,5.394453432,141636,12/24/09,12,December,Winter,2009,beef,STEC,Class I,TRUE,FALSE
608,001-2008,13150,4.118958778,533,1/5/08,1,January,Winter,2008,beef,STEC,Class I,TRUE,FALSE
609,002-2008,188000,5.274160159,21732,1/12/08,1,January,Winter,2008,beef,STEC,Class I,TRUE,FALSE
610,003-2008,24710,4.392890321,6955,1/26/08,1,January,Winter,2008,poultry,Undeclared Allergen,Class I,TRUE,FALSE
611,004-2008,8910,3.949926444,8899,2/1/08,2,February,Winter,2008,mixed,Undeclared Allergen,Class I,TRUE,FALSE
612,005-2008,143383823,8.156500159,51751580,2/17/08,2,February,Winter,2008,beef,Other,Class II,TRUE,FALSE
613,006-2008,2184,3.339451441,10659,3/2/08,3,March,Winter,2008,poultry,Listeria,Class I,TRUE,FALSE
614,007-2008,10368,4.015736874,75,3/3/08,3,March,Winter,2008,poultry,Listeria,Class I,TRUE,FALSE
615,009-2008,6970,3.843295083,4544,3/4/08,3,March,Winter,2008,mixed,Listeria,Class I,TRUE,FALSE
616,008-2008,3780,3.577606677,2040,3/4/08,3,March,Winter,2008,poultry,Listeria,Class I,TRUE,FALSE
617,010-2008,943000,5.974512153,147630,3/14/08,3,March,Winter,2008,poultry,Other,Class I,TRUE,FALSE
618,011-2008,1420,3.152594078,1275,3/29/08,3,March,Spring,2008,poultry,Other,Class I,TRUE,FALSE
619,012-2008,406000,5.608527103,24061,4/4/08,4,April,Spring,2008,beef,Other,Class II,TRUE,FALSE
620,013-2008,286320,5.456853202,115092,5/3/08,5,May,Spring,2008,mixed,Listeria,Class I,TRUE,FALSE
621,014-2008,68670,4.836773372,12850,5/8/08,5,May,Spring,2008,beef,STEC,Class I,TRUE,FALSE
622,015-2008,22481,4.351834943,1908,5/12/08,5,May,Spring,2008,beef,Extraneous Material,Class I,TRUE,FALSE
623,016-2008,NA,NA,345000,5/16/08,5,May,Spring,2008,beef,STEC,Class I,TRUE,FALSE
624,017-2008,290,2.463892989,490,5/21/08,5,May,Spring,2008,pork,Listeria,Class I,TRUE,FALSE
625,018-2008,13275,4.123067244,4500,6/8/08,6,June,Spring,2008,beef,STEC,Class I,TRUE,FALSE
626,019-2008,130,2.117271296,0,6/9/08,6,June,Spring,2008,poultry,Listeria,Class I,TRUE,FALSE
627,R01-2008,NA,NA,1613122,6/25/08,6,June,Summer,2008,beef,STEC,Class I,TRUE,FALSE
628,021-2008,120,2.08278537,0,6/26/08,6,June,Summer,2008,beef,Other,Class II,TRUE,FALSE
629,020-2008,2850,3.454997217,1336,6/26/08,6,June,Summer,2008,beef,Other,Class II,TRUE,FALSE
630,022-2008,5300000,6.724275952,612408,6/30/08,6,June,Summer,2008,beef,STEC,Class I,TRUE,FALSE
631,023-2008,199417,5.299764356,41555,7/14/08,7,July,Summer,2008,poultry,Extraneous Material,Class I,TRUE,FALSE
632,024-2008,1560,3.193402903,0,7/23/08,7,July,Summer,2008,beef,STEC,Class I,TRUE,FALSE
633,025-2008,285,2.456366033,0,8/5/08,8,August,Summer,2008,poultry,Listeria,Class I,TRUE,FALSE
634,027-2008,153630,5.186478857,59160,8/6/08,8,August,Summer,2008,beef,STEC,Class I,TRUE,FALSE
635,026-2008,51360,4.710633471,49570,8/6/08,8,August,Summer,2008,poultry,Undeclared Allergen,Class II,TRUE,FALSE
636,028-2008,941271,5.97371514,90317,8/7/08,8,August,Summer,2008,mixed,Other,Class II,TRUE,FALSE
637,029-2008,1360000,6.133539228,7736,8/8/08,8,August,Summer,2008,beef,STEC,Class I,TRUE,FALSE
638,030-2008,4535,3.656673046,6405,8/10/08,8,August,Summer,2008,pork,Listeria,Class I,TRUE,FALSE
639,031-2008,780,2.892651034,640,8/11/08,8,August,Summer,2008,beef,STEC,Class I,TRUE,FALSE
640,032-2008,987,2.994756945,519,8/19/08,8,August,Summer,2008,poultry,Undeclared Allergen,Class II,TRUE,FALSE
641,033-2008,215660,5.333771615,3838,8/21/08,8,August,Summer,2008,mixed,Extraneous Material,Class I,TRUE,FALSE
642,034-2008,16,1.230448921,0,9/30/08,9,September,Autumn,2008,poultry,Listeria,Class I,TRUE,FALSE
643,037-2008,20460,4.310926855,18660,10/8/08,10,October,Autumn,2008,beef,STEC,Class I,TRUE,FALSE
644,036-2008,4200,3.623352682,3400,10/8/08,10,October,Autumn,2008,beef,STEC,Class I,TRUE,FALSE
645,035-2008,2340,3.369401414,1638,10/8/08,10,October,Autumn,2008,beef,STEC,Class I,TRUE,FALSE
646,038-2008,420,2.624282096,20,10/10/08,10,October,Autumn,2008,beef,STEC,Class I,TRUE,FALSE
647,039-2008,2758,3.4407517,480,10/16/08,10,October,Autumn,2008,beef,STEC,Class I,TRUE,FALSE
648,040-2008,600,2.778874472,1152,11/1/08,11,November,Autumn,2008,mixed,Undeclared Allergen,Class I,TRUE,FALSE
649,041-2008,41415,4.617168152,7479,11/7/08,11,November,Autumn,2008,poultry,Extraneous Material,Class I,TRUE,FALSE
650,042-2008,28610,4.456533037,5599,11/8/08,11,November,Autumn,2008,mixed,Listeria,Class I,TRUE,FALSE
651,043-2008,879565,5.944268433,72973,11/17/08,11,November,Autumn,2008,poultry,Extraneous Material,Class I,TRUE,FALSE
652,044-2008,345,2.539076099,140,11/24/08,11,November,Autumn,2008,beef,STEC,Class I,TRUE,FALSE
653,045-2008,8496,3.929265618,20772,11/26/08,11,November,Autumn,2008,poultry,Undeclared Allergen,Class II,TRUE,FALSE
654,046-2008,5250,3.720242018,5250,11/28/08,11,November,Autumn,2008,beef,Listeria,Class I,TRUE,FALSE
655,047-2008,36388,4.560970121,1096,12/2/08,12,December,Autumn,2008,mixed,Undeclared Allergen,Class II,TRUE,FALSE
656,050-2008,33880,4.52995622,60130,12/11/08,12,December,Autumn,2008,pork,Other,Class II,TRUE,FALSE
657,049-2008,4041,3.606596309,300,12/11/08,12,December,Autumn,2008,pork,Other,Class II,TRUE,FALSE
658,048-2008,41020,4.613006243,20974,12/11/08,12,December,Autumn,2008,pork,Other,Class II,TRUE,FALSE
659,051-2008,1,0.301029996,0,12/19/08,12,December,Autumn,2008,mixed,Listeria,Class I,TRUE,FALSE
660,052-2008,750,2.875639937,87,12/25/08,12,December,Winter,2008,mixed,Listeria,Class I,TRUE,FALSE
661,053-2008,172,2.238046103,0,12/30/08,12,December,Winter,2008,mixed,Listeria,Class I,TRUE,FALSE
662,001-2007,290,2.463892989,211,1/3/07,1,January,Winter,2007,mixed,Listeria,Class I,TRUE,FALSE
663,002-2007,15514,4.19075178,15720,1/5/07,1,January,Winter,2007,mixed,Listeria,Class I,TRUE,FALSE
664,003-2007,19488,4.289789556,8887,1/9/07,1,January,Winter,2007,pork,Undeclared Substance,Class III,TRUE,FALSE
665,004-2007,2700,3.431524584,736,1/23/07,1,January,Winter,2007,mixed,Processing Defect,Class I,TRUE,FALSE
666,005-2007,77730,4.890594255,20406,1/24/07,1,January,Winter,2007,pork,Undeclared Allergen,Class I,TRUE,FALSE
667,006-2007,1591,3.201943063,1786,1/25/07,1,January,Winter,2007,poultry,Listeria,Class I,TRUE,FALSE
668,007-2007,1080,3.033825694,846,1/26/07,1,January,Winter,2007,pork,Processing Defect,Class I,TRUE,FALSE
669,008-2007,4240,3.627468272,2349,1/29/07,1,January,Winter,2007,beef,STEC,Class I,TRUE,FALSE
670,009-2007,6317,3.800579622,2078,2/3/07,2,February,Winter,2007,poultry,Undeclared Allergen,Class I,TRUE,FALSE
671,010-2007,7848,3.894814329,32246,2/5/07,2,February,Winter,2007,mixed,Undeclared Allergen,Class I,TRUE,FALSE
672,011-2007,402623,5.604899659,221329,2/12/07,2,February,Winter,2007,mixed,Processing Defect,Class I,TRUE,FALSE
673,012-2007,2800000,6.447158186,909491,2/18/07,2,February,Winter,2007,poultry,Listeria,Class I,TRUE,FALSE
674,013-2007,930,2.968949681,440,2/27/07,2,February,Winter,2007,pork,Listeria,Class I,TRUE,FALSE
675,014-2007,16743,4.223859215,13108,3/2/07,3,March,Winter,2007,beef,STEC,Class I,TRUE,FALSE
676,015-2007,5084,3.706290957,2695,3/9/07,3,March,Winter,2007,mixed,Undeclared Allergen,Class I,TRUE,FALSE
677,016-2007,1800,3.255513713,1800,3/27/07,3,March,Spring,2007,pork,Processing Defect,Class II,TRUE,FALSE
678,017-2007,330,2.519827994,150,4/13/07,4,April,Spring,2007,mixed,Other,Class I,TRUE,FALSE
679,018-2007,5625,3.750199728,1822,4/18/07,4,April,Spring,2007,mixed,Undeclared Allergen,Class II,TRUE,FALSE
680,020-2007,107943,5.033198507,0,4/20/07,4,April,Spring,2007,beef,STEC,Class I,TRUE,FALSE
681,019-2007,259230,5.413686935,42798,4/20/07,4,April,Spring,2007,beef,STEC,Class I,TRUE,FALSE
682,021-2007,6907,3.839352329,6639,5/1/07,5,May,Spring,2007,poultry,Listeria,Class I,TRUE,FALSE
683,022-2007,117500,5.070041563,1195,5/10/07,5,May,Spring,2007,beef,STEC,Class I,TRUE,FALSE
684,023-2007,129000,5.110593077,85500,5/11/07,5,May,Spring,2007,beef,STEC,Class I,TRUE,FALSE
685,024-2007,35580,4.55121815,4551,5/18/07,5,May,Spring,2007,poultry,Undeclared Allergen,Class II,TRUE,FALSE
686,025-2007,5700000,6.755874932,95641,6/3/07,6,June,Spring,2007,beef,STEC,Class I,TRUE,FALSE
687,026-2007,140,2.149219113,110,6/5/07,6,June,Spring,2007,poultry,Listeria,Class I,TRUE,FALSE
688,027-2007,40440,4.606821886,94124,6/8/07,6,June,Spring,2007,beef,STEC,Class I,TRUE,FALSE
689,028-2007,82286,4.915331229,58670,6/15/07,6,June,Spring,2007,beef,Other,Class II,TRUE,FALSE
690,029-2007,2762,3.441380885,1445,6/19/07,6,June,Spring,2007,pork,Undeclared Allergen,Class II,TRUE,FALSE
691,030-2007,13300,4.123884293,572,6/21/07,6,June,Spring,2007,mixed,Undeclared Allergen,Class II,TRUE,FALSE
692,031-2007,2768,3.442322956,1800,6/29/07,6,June,Summer,2007,poultry,Listeria,Class I,TRUE,FALSE
693,032-2007,35860,4.554622396,10422,7/6/07,7,July,Summer,2007,mixed,Undeclared Allergen,Class I,TRUE,FALSE
694,033-2007,21700000,7.336459754,11172478,7/19/07,7,July,Summer,2007,mixed,Processing Defect,Class I,TRUE,FALSE
